type,time,one,two,three
4,511611112634871,-0.11323581,-0.06574243,-0.035123717
4,511593932777527,-0.252509,0.33810395,0.23922306
4,511628292549014,-0.12873606,-0.14202198,0.09758285
6,511606818169037,984.01807,0.0,0.0
1,511611113164871,1.1180464,5.221438,8.262117
1,511593933307527,1.3908281,5.5519466,7.917252
1,511628293079014,0.52193445,4.8194437,8.494222
4,511598228364350,0.45363045,0.29106873,0.1830251
4,511615408237816,-0.23685603,-0.038177952,0.10491302
4,511632588164483,-0.16905198,-0.07849387,0.021226943
4,511581048572110,-0.0038941512,-0.0046577104,0.018630842
1,511598228894350,0.7636095,5.4586267,8.525328
1,511615408767816,0.61046886,5.1664033,8.817552
1,511632588694483,0.38554356,5.2740803,8.690433
1,511581049102110,0.28743783,5.2286167,8.405686
4,511602523956537,-0.47180316,0.5830537,0.32779592
4,511619703845160,-0.09994988,-0.3283304,-0.20600824
4,511585344141641,0.5018874,-0.29969692,-0.4731012
1,511602524486537,0.89072824,4.7955155,8.690433
1,511619704375160,0.7540382,5.278866,7.7569327
1,511585344671641,0.7085746,5.7553368,8.644969
4,511606819553516,-0.046042614,-0.021150587,0.08040277
4,511589639716173,-0.04176668,-0.003436016,0.0076355906
4,511623999455368,0.84014404,0.30885965,-0.08750387
1,511606820083516,1.2616158,5.7816577,7.50778
1,511589640246173,1.2017952,6.2724853,7.3043904
1,511623999985368,1.352543,6.4761744,6.210272
4,511611115154298,-0.12362021,-0.072461754,-0.037567105
4,511593935296954,-0.25189814,0.35337514,0.23250374
4,511628295068441,-0.133012,-0.14935215,0.09880454
1,511611115684298,1.0941181,5.2334023,8.286046
1,511593935826954,1.3836497,5.556732,7.902895
1,511628295598441,0.5721837,4.8768716,8.532506
4,511598230883777,0.47439924,0.31061584,0.17874917
4,511615410757243,-0.22402823,-0.043064732,0.10796725
4,511632590683910,-0.14828317,-0.07177455,0.040774055
4,511581051091485,-0.0069483877,-0.008322794,0.020463383
1,511598231413777,0.79471624,5.4370914,8.499007
1,511615411287243,0.6200402,5.144868,8.841479
1,511632591213910,0.40707895,5.259723,8.649755
1,511581051621485,0.29940194,5.219045,8.396115
