type,time,one,two,three
4,463032163044593,-0.07780667,-0.11506835,0.01977618
1,463027868120166,0.03589234,6.0834527,7.929216
4,463010688344906,-0.008780929,0.010766183,0.024662958
1,463006393420374,-0.2727818,6.320342,7.3977103
4,462989213686856,-0.041003123,0.04924956,0.0013744063
1,462984918812950,0.011964113,6.0284176,7.565208
1,463032163574593,-1.0606186,6.7609205,7.3953176
4,463014983803968,-0.04909685,-0.005726693,-0.005879405
1,463010688874906,-0.7923234,5.9231334,8.012965
4,462993509105294,0.08605311,0.019318044,0.02275406
1,462989214216856,-0.7253244,5.956633,7.9914293
4,463019279245479,0.15736952,-0.21280392,-0.094452254
1,463014984333968,-0.17706887,6.2054863,7.7473617
4,462997804535971,-0.1246892,-0.056427017,0.048409645
1,462993509635294,-0.19860429,6.0284176,7.8167534
4,463023574674958,-0.0051158457,0.012598725,-0.030924143
4,462976330059148,0.028022617,-0.13278292,-0.09941539
1,463019279775479,-0.14596218,5.793622,8.580363
4,463002099966596,-0.06177193,-0.015500249,-0.027946262
1,462997805065971,-0.35204405,6.009275,7.3570323
4,462980625417742,0.015194826,0.0028251687,-0.009009997
4,463027870109437,-0.034436513,0.20990239,0.068033114
1,463023575204958,-0.17706887,5.858228,8.089535
1,462976330589148,0.15553348,5.9350977,7.9363947
6,462993510482325,988.86035,0.0,0.0
4,463006395409697,-0.025273805,0.030924143,0.013667707
1,463002100496596,-0.02871387,5.870192,8.125427
4,462984920802221,-0.11186141,0.23677967,0.044133715
6,463027870485583,988.8772,0.0,0.0
1,462980625947742,0.12203395,5.9303117,8.060822
4,463032165563916,-0.07597413,-0.11140327,0.016721943
1,463027870639437,0.043070808,6.06431,7.95793
4,463010690864281,-0.0069483877,0.0077119465,0.01977618
1,463006395939697,-0.2656033,6.3107705,7.426424
4,462989216206127,-0.031840414,0.041308545,0.0019852535
1,462984921332221,-0.014356935,6.0140605,7.6540413
1,463032166093916,-1.0438689,6.739385,7.41446
4,463014986323291,-0.04665346,-2.2906772E-4,-0.01137703
1,463010691394281,-0.7851449,5.915955,7.993822
4,462993511624617,0.08605311,0.01565296,0.02275406
1,462989216736127,-0.75643104,5.966204,8.046464
4,463019281764802,0.1854685,-0.2152473,-0.10361496
1,463014986853291,-0.17467605,6.198308,7.7736826
4,462997807055294,-0.113693945,-0.07108735,0.06673507
1,462993512154617,-0.18424734,6.0308104,7.819146
4,463023577194281,-0.003283304,0.0071010995,-0.032145835
4,462976332578419,0.029244313,-0.11995513,-0.09758285
1,463019282294802,-0.124426775,5.8271213,8.554042
4,463002102485919,-0.014736691,-0.01305686,-0.020616096
1,462997807585294,-0.39511484,6.1217375,7.1656065
4,462980627937013,0.023135839,0.0052685575,-0.008399149
4,463027872628760,-0.03321482,0.21356747,0.06986566
1,463023577724281,-0.21535404,5.853442,8.079964
1,462976333108419,0.13160525,5.95424,7.8837523
4,463006397929020,-0.027106347,0.026648212,0.012446013
1,463002103015919,-0.07178468,5.8797636,8.219047
4,462984923321544,-0.092314295,0.20929155,0.041690327
1,462980628467013,0.11485548,5.927919,8.05125
4,463032168083291,-0.07291989,-0.105294794,0.012446013
1,463027873158760,0.031106694,6.0547385,7.9770727
4,463010693383604,-0.0075592347,0.0077119465,0.015500249
1,463006398459020,-0.2727818,6.3179493,7.4647093
4,462989218725450,-0.025121093,0.03581092,0.0025961008
1,462984923851544,-0.06699903,6.033203,7.740183
1,463032168613291,-1.0319048,6.7130637,7.4240313
4,463014988842614,-0.047264308,0.003436016,-0.013820419
1,463010693913604,-0.811466,5.9350977,7.993822
4,462993514143940,0.090329036,0.021150587,0.021532366
1,462989219255450,-0.7588239,5.9494543,8.106285
4,463019284284124,0.21662171,-0.2189124,-0.110945135
1,463014989372614,-0.18185452,6.198308,7.7976108
4,462997809574565,-0.116748184,-0.064978875,0.0917798
1,462993514673940,-0.19860429,6.0403814,7.8239317
4,463023579713604,-0.003283304,0.001603474,-0.032756682
4,462976335097638,0.028633466,-0.10346226,-0.093917765
1,463019284814124,-0.11485548,5.8749776,8.530113
4,463002105005190,0.039628714,-0.014278554,-0.0029015245
1,462997810104565,-0.44057846,6.155237,7.0746794
4,462980630456283,0.023746688,0.0052685575,-0.006566608
6,462980630483992,988.8967,0.0,0.0
4,463027875148083,-0.029549737,0.21845426,0.06986566
1,463023580243604,-0.23449662,5.8630137,8.068
1,462976335627638,0.12203395,5.994918,7.821539
4,463006400448395,-0.028328042,0.022983128,0.011835165
1,463002105535190,-0.12921242,5.9494543,8.290832
6,463014990486104,988.8733,0.0,0.0
4,462984925840815,-0.075821415,0.17813833,0.03863609
1,462980630986283,0.12203395,5.9207406,8.024929
4,463032170602614,-0.06864396,-0.09429955,0.0075592347
1,463027875678083,0.016749758,6.033203,8.001
4,463010695902927,-0.008780929,0.0077119465,0.01305686
1,463006400978395,-0.27996024,6.320342,7.4886374
4,462989221244773,-0.019623468,0.026648212,0.0013744063
1,462984926370815,-0.1268196,6.061917,7.8239317
1,463032171132614,-1.0247263,6.7058854,7.4455667
4,463014991361937,-0.04359922,0.005879405,-0.01565296
1,463010696432927,-0.8066803,5.9374905,7.986644
4,462993516663210,0.086663954,0.020539738,0.02275406
1,462989221774773,-0.77318084,5.9494543,8.154441
4,463019286803447,0.25082916,-0.21830153,-0.120107844
1,463014991891937,-0.22731815,6.2030935,7.8000035
4,462997812093888,-0.12896512,-0.036879905,0.12171131
1,462993517193210,-0.2416751,6.0308104,7.8287177
4,463023582232874,0.0022143214,-0.0069483877,-0.035200074
4,462976337616908,0.031076854,-0.08758023,-0.08842014
1,463019287333447,-0.10049855,5.927919,8.489435
4,463002107524513,0.08971819,-0.010002624,0.019088976
1,462997812623888,-0.4645067,6.143273,7.0196443
4,462980632975606,0.031076854,0.006490252,-0.0053449133
4,463027877667458,-0.027717194,0.22517358,0.0704765
1,463023582762874,-0.2727818,5.853442,8.039286
1,462976338146908,0.10049855,6.0547385,7.77129
4,463006402967718,-0.029549737,0.015042114,0.012446013
1,463002108054513,-0.21535404,5.9638114,8.341081
4,462984928360138,-0.05993939,0.15248275,0.0361927
1,462980633505606,0.11724831,5.9350977,8.008179
4,463032173121937,-0.064978875,-0.08513684,0.0051158457
1,463027878197458,0.009571291,6.018846,8.010572
4,463010698422249,-0.01305686,0.010766183,0.010002624
1,463006403497718,-0.27517462,6.320342,7.5149584
4,462989223764044,-0.004963134,0.022983128,7.635591E-4
1,462984928890138,-0.17467605,6.102595,7.8741813
1,463032173651937,-1.0199406,6.708278,7.4718876
4,463014993881260,-0.041155834,0.0071010995,-0.015042114
1,463010698952249,-0.8066803,5.939883,7.9890366
4,462993519182533,0.08788565,0.01809635,0.02519745
1,462989224294044,-0.7636095,5.956633,8.20469
4,463019289322718,0.28259322,-0.216469,-0.12682717
1,463014994411260,-0.2656033,6.2198434,7.7904325
4,462997814613210,-0.15584241,0.004046863,0.15408622
1,462993519712533,-0.2440679,6.0523458,7.811968
4,463023584752197,0.003436016,-0.01305686,-0.037032615
4,462976340136179,0.024968382,-0.06436803,-0.08047912
1,463019289852718,-0.086141616,5.9733825,8.434401
4,463002110043835,0.12026055,0.0052685575,0.041079476
1,462997815143210,-0.41904306,6.093024,7.0025954
4,462980635494877,0.033520244,0.0052685575,-0.0047340663
4,463027880186781,-0.01977618,0.22395188,0.0704765
1,463023585282197,-0.29940194,5.8558354,8.012965
1,462976340666179,0.09571291,6.0882382,7.7186475
6,463002110494408,988.88745,0.0,0.0
4,463006405487041,-0.027106347,0.011987877,0.011835165
1,463002110573835,-0.28265217,5.959026,8.3530445
4,462984930879408,-0.041003123,0.1298814,0.034971006
1,462980636024877,0.11485548,5.9231334,7.9794655
4,463032175641260,-0.05581617,-0.07780667,-0.001603474
1,463027880716781,-0.0023928226,6.0020967,8.039286
4,463010700941572,-0.012446013,0.01137703,0.00633754
1,463006406017041,-0.27517462,6.329913,7.534101
4,462989226283367,0.0066429637,0.014431266,0.0019852535
1,462984931409408,-0.22013968,6.1456656,7.9220376
1,463032176171260,-1.015155,6.7058854,7.493423
4,463014996400583,-0.039323293,0.0052685575,-0.013209572
1,463010701471572,-0.81625164,5.9638114,7.9746795
4,462993521701856,0.0884965,0.01809635,0.026419144
1,462989226813367,-0.76600236,5.95424,8.23101
4,463019291842041,0.3149681,-0.21341476,-0.12927055
1,463014996930583,-0.30418757,6.215058,7.792825
4,462997817132533,-0.18943901,0.046195325,0.18951537
1,462993522231856,-0.285045,6.0427747,7.804789
4,463023587271520,9.926268E-4,-0.01977618,-0.038865156
4,462976342655450,0.018249061,-0.045431767,-0.07009472
1,463019292372041,-0.1052842,6.0164533,8.400901
4,463002112563158,0.14469445,0.02481567,0.06368083
1,462997817662533,-0.35443684,5.999704,7.0340014
4,462980638014148,0.035352785,0.0052685575,-0.004123219
4,463027882706104,-0.012446013,0.22578442,0.07108735
1,463023587801520,-0.325723,5.870192,7.9770727
1,462976343185450,0.09810573,6.107381,7.6683984
4,463006408006364,-0.029549737,0.0046577104,0.01305686
1,463002113093158,-0.31375888,5.9781685,8.326724
4,462984933398731,-0.029397024,0.11155598,0.035581853
1,462980638544148,0.1268196,5.918348,7.969894
4,463032178160583,-0.049707696,-0.06986566,-0.0052685575
1,463027883236104,-0.023928227,5.9901323,8.065607
4,463010703460895,-0.015500249,0.012598725,0.003283304
1,463006408536364,-0.285045,6.322735,7.5532436
4,462989228802638,0.017027367,0.008933641,0.0025961008
1,462984933928731,-0.2536392,6.183951,7.9507513
